timestamp,mac,test_uuid,type,direction,interface,host,isp,duration_s,transfered_mbytes,tput_mbps,std_tput_mbps,max_tput_mbps,min_tput_mbps,median_tput_mbps
2024-05-03T02:26:16-04:00,DC-A6-32-1D-A4-E0,93f8e208-2425-4e9f-b4c7-17d77b1c211a,iperf,downlink,eth0,ns-mn1.cse.nd.edu:5212,unknown,5.000101,495.1798,792.2716761121426,25.984215820781476,814.9305375808235,741.7217525614017,799.9386373617318
2024-04-18T01:13:18-04:00,DC-A6-32-1D-A4-E0,e549a432-b63a-4b93-bc21-3b45d80e238b,iperf,downlink,eth0,ns-mn1.cse.nd.edu:5220,unknown,5.000069,496.684272,794.683868562614,32.79899940964683,828.6531652356962,734.8740876469949,796.491628151176
2024-04-06T07:43:46-04:00,DC-A6-32-1D-A4-E0,b7ed62d3-7328-4187-bb6b-1ec7c484808d,iperf,uplink,wlan0,ns-mn1.cse.nd.edu:5206,unknown,5.148638,11.791064,18.321061220462575,3.976272404247753,26.340032,15.9784641914589,22.3269824099774
2024-01-29T23:20:35-05:00,DC-A6-32-1D-A4-E0,60bbed6e-0351-458f-9a23-f94fd0c482bf,iperf,uplink,wlan0,ns-mn1.cse.nd.edu:5203,unknown,5.050783,14.999832,23.75842636676333,5.713686081131815,38.15982855868503,22.733470671150755,24.99072
2024-03-20T17:03:20-04:00,DC-A6-32-1D-A4-E0,f1f5e317-ad76-4d16-9777-54353eb546e8,iperf,downlink,eth0,ns-mn1.cse.nd.edu:5207,unknown,5.000089,436.03184,697.6385260342365,33.57845085009174,732.2919615998879,647.313131867382,709.7453140627256
2024-01-01T22:58:56-05:00,DC-A6-32-1D-A4-E0,unknown,iperf,downlink,eth0,ns-mn1.cse.nd.edu:5214,unknown,10.000174,485.606784,388.4786676711825,209.565934495926,798.4850919677469,210.19125403524893,276.59781721009006
2024-02-04T08:39:44-05:00,DC-A6-32-1D-A4-E0,59f7a408-a3a0-40c6-9748-c985fd6fc204,iperf,downlink,eth0,ns-mn1.cse.nd.edu:5202,unknown,5.000075,480.99528,769.5809042864357,41.26605669706144,821.0054650459256,700.9388123016339,787.3714878238118
2024-05-25T15:51:46-04:00,DC-A6-32-1D-A4-E0,1bf5533b-f2da-482e-9a7f-8d24e309d699,iperf,downlink,wlan0,ns-mn1.cse.nd.edu:5218,unknown,5.000138,33.403912,53.44478412395818,30.52277279349385,95.80131512077097,23.743257229361475,37.669964516598405
2024-03-17T15:07:53-04:00,DC-A6-32-1D-A4-E0,c0dc6c2f-bdb1-461a-8303-1ab9b95342aa,iperf,uplink,wlan0,ns-mn1.cse.nd.edu:5212,unknown,5.147312,13.240512,20.57852642311171,1.5385096295734955,26.141408257630328,22.115881494357197,23.492913262511447
2024-03-20T04:22:02-04:00,DC-A6-32-1D-A4-E0,fb85790f-9d13-42dc-9f7d-d9a126aea5b5,iperf,downlink,wlan0,ns-mn1.cse.nd.edu:5208,unknown,5.00017,33.888992,54.220543701514146,24.437510017713965,78.43785409427835,22.19997805206122,65.75144240734984
2024-02-28T16:43:39-05:00,DC-A6-32-1D-A4-E0,bd849338-0002-476b-9f3a-fd6989502ba2,iperf,downlink,eth0,ns-mn1.cse.nd.edu:5213,unknown,5.000065,452.54976,724.0702030873598,27.806704294099035,777.9411072799195,701.80157699233,710.8115012673827
2024-03-13T10:30:33-04:00,DC-A6-32-1D-A4-E0,1cd5e089-0eef-4658-a7f4-e9c39994612b,iperf,uplink,wlan0,ns-mn1.cse.nd.edu:5202,unknown,5.166328,12.9958,20.123848118044386,1.3202599527144099,26.09686753407073,22.35649741743038,23.318084036746974
2024-04-25T04:24:42-04:00,DC-A6-32-1D-A4-E0,16607def-6a67-4421-9fbe-4bb3613f1f94,iperf,downlink,wlan0,ns-mn1.cse.nd.edu:5202,unknown,5.000138,23.868832,38.1890771814698,18.003510403738343,59.5663279218384,15.346099809060314,48.747520432940554
2024-05-13T17:08:05-04:00,DC-A6-32-1D-A4-E0,b011cf55-c49b-429f-8cee-d521e56cc8e7,iperf,downlink,eth0,ns-mn1.cse.nd.edu:5210,unknown,5.00008,450.006544,719.9989504167934,37.62370649669341,781.3685660206276,665.2812042725224,719.2877461600244
2024-01-07T18:50:59-05:00,DC-A6-32-1D-A4-E0,unknown,iperf,downlink,wlan0,ns-mn1.cse.nd.edu:5218,unknown,10.00027,93.375728,74.69856553873046,10.766845969648166,97.6540978671528,58.0078591073319,75.14289910865497
